"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1191988001 MS FOR [WXX12815]","1","04/30/2019 09:00","1507053","MS","","04/30/2019 15:30","05/10/2019 17:09","WDA4553","WXX12815","SM21 4500P-B,E","05/10/2019 15:20","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.221,"=","",,0.01,"mg/L",1,25,25,,,0.2,99.9,75,125,0.021,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","1191988001 MSD FOR [WXX12815]","1","04/30/2019 09:00","1507054","MSD","","04/30/2019 15:30","05/10/2019 17:10","WDA4553","WXX12815","SM21 4500P-B,E","05/10/2019 15:20","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.219,"=","",,0.01,"mg/L",1,25,25,,,0.2,99.2,75,125,0.021,0.68,0,25,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","1191991001MS","1","04/30/2019 10:40","1506387","MS","","04/30/2019 15:30","05/08/2019 13:18","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",6.44,"=","",,0.1,"mg/L",2,5,5,,,5,124,90,110,0.233,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","1191991001MSD","1","04/30/2019 10:40","1506388","MSD","","04/30/2019 15:30","05/08/2019 13:19","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",6.43,"=","",,0.1,"mg/L",2,5,5,,,5,124,90,110,0.233,0.15,0,25,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","1192056001 MS FOR [WFI2813]","9","05/02/2019 15:39","1506389","MS","","05/02/2019 15:54","05/08/2019 12:23","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",6.27,"=","",,0.1,"mg/L",2,5,5,,,5,125,90,110,0,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","1192056001 MSD FOR [WFI2813]","9","05/02/2019 15:39","1506390","MSD","","05/02/2019 15:54","05/08/2019 12:25","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",6.32,"=","",,0.1,"mg/L",2,5,5,,,5,126,90,110,0,0.81,0,25,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","1192134001 MS FOR [WFI2813]","1","05/06/2019 11:15","1506391","MS","","05/07/2019 08:16","05/08/2019 14:57","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",15.1,"=","",,0.2,"mg/L",4,5,5,,,10,107,90,110,4.38,,,,3,"","Waters Department",20,11,"EWW",0.4,0.2,0.1
"","1192134001 MSD FOR [WFI2813]","1","05/06/2019 11:15","1506392","MSD","","05/07/2019 08:16","05/08/2019 14:58","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",15.5,"=","",,0.2,"mg/L",4,5,5,,,10,111,90,110,4.38,2.6,0,25,3,"","Waters Department",20,11,"EWW",0.4,0.2,0.1
"","CB for HBN 1793413 (WFI/2813)","1","","1506406","CB","","05/08/2019 15:56","05/08/2019 12:32","WFI2813","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506406","CB","","05/08/2019 15:56","05/08/2019 12:32","WFI2813","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506406","CB","","05/08/2019 15:56","05/08/2019 12:32","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506410","CB","","05/08/2019 15:56","05/08/2019 13:12","WFI2813","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506410","CB","","05/08/2019 15:56","05/08/2019 13:12","WFI2813","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506410","CB","","05/08/2019 15:56","05/08/2019 13:12","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506412","CB","","05/08/2019 15:57","05/08/2019 13:35","WFI2813","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506412","CB","","05/08/2019 15:57","05/08/2019 13:35","WFI2813","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506412","CB","","05/08/2019 15:57","05/08/2019 13:35","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506418","CB","","05/08/2019 15:57","05/08/2019 14:36","WFI2813","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506418","CB","","05/08/2019 15:57","05/08/2019 14:36","WFI2813","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506418","CB","","05/08/2019 15:57","05/08/2019 14:36","WFI2813","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1793413 (WFI/2813)","1","","1506420","CB","","05/08/2019 15:57","05/08/2019 15:04","WFI2813","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
