"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1194182001 MS FOR [WXX12965]","1","07/27/2019 09:39","1525032","MS","","07/29/2019 09:15","08/10/2019 09:53","WDA4625","WXX12965","SM21 4500P-B,E","08/09/2019 12:02","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.185,"=","",,0.01,"mg/L",1,25,25,,,0.2,92.7,75,125,0,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","1194182001 MSD FOR [WXX12965]","1","07/27/2019 09:39","1525033","MSD","","07/29/2019 09:15","08/10/2019 09:54","WDA4625","WXX12965","SM21 4500P-B,E","08/09/2019 12:02","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.181,"=","",,0.01,"mg/L",1,25,25,,,0.2,90.3,75,125,0,2.6,0,25,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","1194397001 MS FOR [WFI2832]","9","08/07/2019 10:29","1524594","MS","","08/07/2019 10:30","08/09/2019 15:10","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",29.3,"=","",,0.4,"mg/L",8,5,5,,,20,106,90,110,8.14,,,,3,"","Waters Department",20,11,"EWW",0.8,0.4,0.2
"","1194397001 MSD FOR [WFI2832]","9","08/07/2019 10:29","1524595","MSD","","08/07/2019 10:30","08/09/2019 15:11","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",30.5,"=","",,0.4,"mg/L",8,5,5,,,20,112,90,110,8.14,3.9,0,25,3,"","Waters Department",20,11,"EWW",0.8,0.4,0.2
"","CB for HBN 1797709 (WFI/2832)","1","","1524782","CB","","08/12/2019 11:41","08/09/2019 14:42","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524782","CB","","08/12/2019 11:41","08/09/2019 14:42","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524782","CB","","08/12/2019 11:41","08/09/2019 14:42","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524784","CB","","08/12/2019 11:42","08/09/2019 15:04","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524784","CB","","08/12/2019 11:42","08/09/2019 15:04","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524784","CB","","08/12/2019 11:42","08/09/2019 15:04","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
