"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1571658 MS FOR [MXX33494]","1","07/16/2020 22:35","1571659","MS","","07/30/2020 14:12","08/05/2020 13:10","MMS10846","MXX33494","E200.2","07/30/2020 14:52","Copper",".","7440-50-8","N","EP200.8",1260,"=","",,0.5,"ug/L",1,20,50,,,1000,114,70,130,120,,,,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",1,0.5,0.31
"","1571658 MS FOR [MXX33494]","1","07/16/2020 22:35","1571659","MS","","07/30/2020 14:12","08/05/2020 13:10","MMS10846","MXX33494","E200.2","07/30/2020 14:52","Zinc",".","7440-66-6","N","EP200.8",1360,"=","",,5,"ug/L",1,20,50,,,1000,107,70,130,286,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",10,5,3.1
"","CB for HBN 1809877 (MMS/10846)","1","","1572970","CB","","08/05/2020 22:36","08/05/2020 12:40","MMS10846","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809877 (MMS/10846)","1","","1572970","CB","","08/05/2020 22:36","08/05/2020 12:40","MMS10846","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CB for HBN 1809877 (MMS/10846)","1","","1572972","CB","","08/05/2020 22:36","08/05/2020 13:19","MMS10846","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809877 (MMS/10846)","1","","1572972","CB","","08/05/2020 22:36","08/05/2020 13:19","MMS10846","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CB for HBN 1809877 (MMS/10846)","1","","1572974","CB","","08/05/2020 22:36","08/05/2020 13:55","MMS10846","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809877 (MMS/10846)","1","","1572974","CB","","08/05/2020 22:36","08/05/2020 13:55","MMS10846","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CCV for HBN 1809877 (MMS/10846","1","","1572969","CCV","","08/05/2020 22:35","08/05/2020 12:37","MMS10846","","","","Copper",".","7440-50-8","N","EP200.8",51.2,"=","",,0.2,"ug/L",1,100,100,,,50,102,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CCV for HBN 1809877 (MMS/10846","1","","1572969","CCV","","08/05/2020 22:35","08/05/2020 12:37","MMS10846","","","","Zinc",".","7440-66-6","N","EP200.8",51,"=","",,2,"ug/L",1,100,100,,,50,102,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CCV for HBN 1809877 (MMS/10846","1","","1572971","CCV","","08/05/2020 22:36","08/05/2020 13:16","MMS10846","","","","Copper",".","7440-50-8","N","EP200.8",51.9,"=","",,0.2,"ug/L",1,100,100,,,50,104,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CCV for HBN 1809877 (MMS/10846","1","","1572971","CCV","","08/05/2020 22:36","08/05/2020 13:16","MMS10846","","","","Zinc",".","7440-66-6","N","EP200.8",51.6,"=","",,2,"ug/L",1,100,100,,,50,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
