"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1184094001 MS FOR [WXX12458]","1","07/31/2018 11:26","1463847","MS","","07/31/2018 16:04","08/01/2018 17:46","WDA4358","WXX12458","SM21 4500P-B,E","08/01/2018 12:31","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",2.32,"=","",,0.1,"mg/L",1,2.5,25,,,2,100,75,125,0.315,,,,3,"","Waters Department",20,266,"DMM",0.2,0.1,0.05
"","1184094001 MSD FOR [WXX12458]","1","07/31/2018 11:26","1463848","MSD","","07/31/2018 16:04","08/01/2018 17:47","WDA4358","WXX12458","SM21 4500P-B,E","08/01/2018 12:31","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",2.41,"=","",,0.1,"mg/L",1,2.5,25,,,2,105,75,125,0.315,3.8,0,25,3,"","Waters Department",20,266,"DMM",0.2,0.1,0.05
"","1184103001MS","1","07/31/2018 10:10","1463726","MS","","07/31/2018 16:00","08/01/2018 10:32","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",6.07,"=","",,0.05,"mg/L",2,5,5,,,5,116,90,110,0.269,,,,3,"","Waters Department",20,11,"AYC",0.1,0.05,0.025
"","1184103001MSD","1","07/31/2018 10:10","1463727","MSD","","07/31/2018 16:00","08/01/2018 10:34","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",5.79,"=","",,0.05,"mg/L",2,5,5,,,5,111,90,110,0.269,4.7,0,25,3,"","Waters Department",20,11,"AYC",0.1,0.05,0.025
"","CB for HBN 1783478 (WFI/2731)","1","","1463732","CB","","08/01/2018 17:16","08/01/2018 10:14","WFI2731","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463732","CB","","08/01/2018 17:16","08/01/2018 10:14","WFI2731","","","","",".","Nitrite","N","SM21 4500NO3-F",0.016,"J","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463732","CB","","08/01/2018 17:16","08/01/2018 10:14","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.0166,"J","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463734","CB","","08/01/2018 17:16","08/01/2018 10:37","WFI2731","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463734","CB","","08/01/2018 17:16","08/01/2018 10:37","WFI2731","","","","",".","Nitrite","N","SM21 4500NO3-F",0.0176,"J","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463734","CB","","08/01/2018 17:16","08/01/2018 10:37","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.0216,"J","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463736","CB","","08/01/2018 17:16","08/01/2018 11:00","WFI2731","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463736","CB","","08/01/2018 17:16","08/01/2018 11:00","WFI2731","","","","",".","Nitrite","N","SM21 4500NO3-F",0.0157,"J","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783478 (WFI/2731)","1","","1463736","CB","","08/01/2018 17:16","08/01/2018 11:00","WFI2731","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.0138,"J","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
